,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,technique,sweetness,type
5748,6.3,0.15,0.34,11.4,0.05,25.0,96.0,0.99754,3.21,0.49,10.0,decent,organic,off-dry,white light_bodied
5749,6.3,0.3,0.24,6.6,0.04,38.0,141.0,0.995,3.22,0.47,9.5,poor,traditional,dry,white light_bodied
5750,7.0,0.3,0.49,4.7,0.036000000000000004,17.0,105.0,0.9916,3.26,0.68,12.4,good,organic,dry,white full_bodied
5751,8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.9900700000000001,2.89,0.44,12.7,decent,organic,dry,red intense
5752,6.5,0.41,0.64,11.8,0.065,65.0,225.0,0.9978,3.12,0.51,8.9,poor,traditional,off-dry,white light_bodied
5753,6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,good,traditional,off-dry,white light_bodied
5754,6.9,0.25,0.29,2.4,0.038,28.0,76.0,0.9908799999999999,3.01,0.36,11.7,good,organic,dry,white full_bodied
5755,8.0,0.14,0.33,1.2,0.045,71.0,162.0,0.9914,3.07,0.47,11.0,decent,traditional,dry,white light_bodied
5756,9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,poor,organic,dry,red fresh
5757,6.5,0.39,0.35,1.6,0.049,10.0,164.0,0.99516,3.35,0.51,9.7,poor,traditional,dry,white light_bodied
5758,6.8,0.26,0.24,1.9,0.043,70.0,154.0,0.9927299999999999,3.18,0.52,10.5,poor,traditional,dry,white light_bodied
5759,7.2,0.23,0.39,14.2,0.057999999999999996,49.0,192.0,0.9979,2.98,0.48,9.0,good,traditional,off-dry,white light_bodied
5760,5.6,0.12,0.33,2.9,0.044000000000000004,21.0,73.0,0.9889600000000001,3.17,0.32,12.9,very good,organic,dry,white full_bodied
5761,9.0,0.22,0.49,10.4,0.048,52.0,195.0,0.9987,3.31,0.44,10.2,decent,traditional,off-dry,white light_bodied
5762,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,poor,organic,dry,red regular
5763,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,decent,traditional,dry,white light_bodied
5764,6.1,0.25,0.28,10.0,0.055,56.0,131.0,0.9940000000000001,3.22,0.35,10.9,decent,traditional,dry,white light_bodied
5765,7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,9.9,decent,organic,dry,red fresh
5766,6.5,0.27,0.26,11.0,0.03,2.0,82.0,0.9940200000000001,3.07,0.36,11.2,poor,organic,off-dry,white full_bodied
5767,7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.9927799999999999,2.99,0.4,10.8,decent,organic,dry,white light_bodied
5768,5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.9919899999999999,3.7,0.68,10.9,good,organic,dry,white light_bodied
5769,6.8,0.27,0.29,4.6,0.046,6.0,88.0,0.9945799999999999,3.34,0.48,10.6,very poor,organic,dry,white light_bodied
5770,6.3,0.3,0.48,1.8,0.069,18.0,61.0,0.9959,3.44,0.78,10.3,decent,organic,dry,red regular
5771,7.3,0.73,0.24,1.9,0.10800000000000001,18.0,102.0,0.9967,3.26,0.59,9.3,poor,organic,dry,red fresh
5772,8.1,0.31,0.24,1.6,0.032,10.0,67.0,0.9924,3.08,0.47,10.5,poor,organic,dry,white light_bodied
5773,7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,decent,organic,dry,red regular
5774,8.3,0.14,0.34,1.1,0.042,7.0,47.0,0.9934,3.47,0.4,10.2,decent,organic,dry,white light_bodied
5775,7.3,0.815,0.09,11.4,0.044000000000000004,45.0,204.0,0.99713,3.15,0.46,9.0,poor,traditional,off-dry,white light_bodied
5776,5.9,0.29,0.25,12.0,0.057,48.0,224.0,0.9981,3.23,0.41,9.0,decent,traditional,off-dry,white light_bodied
5777,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.9955200000000001,3.41,0.76,11.9,good,organic,dry,red regular
5778,7.8,0.29,0.29,3.15,0.044000000000000004,41.0,117.0,0.9915299999999999,3.24,0.35,11.5,poor,organic,dry,white full_bodied
5779,7.7,0.3,0.26,18.95,0.053,36.0,174.0,0.99976,3.2,0.5,10.4,poor,traditional,off-dry,white light_bodied
5780,7.1,0.21,0.3,1.4,0.037000000000000005,45.0,143.0,0.9932,3.13,0.33,9.9,decent,traditional,dry,white light_bodied
5781,6.8,0.23,0.32,8.6,0.046,47.0,159.0,0.9945200000000001,3.08,0.52,10.5,decent,traditional,dry,white light_bodied
5782,6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,decent,traditional,off-dry,white light_bodied
5783,6.0,0.2,0.26,14.7,0.045,53.0,125.0,0.998365,2.99,0.69,9.4,decent,traditional,off-dry,white light_bodied
5784,6.0,0.25,0.4,5.7,0.052000000000000005,56.0,152.0,0.99398,3.16,0.88,10.5,decent,traditional,dry,white light_bodied
5785,6.8,0.17,0.32,1.4,0.04,35.0,106.0,0.99026,3.16,0.66,12.0,poor,organic,dry,white full_bodied
5786,6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.9982200000000001,3.08,0.52,9.2,poor,traditional,off-dry,white light_bodied
5787,6.9,0.28,0.3,8.3,0.026000000000000002,37.0,113.0,0.99139,2.99,0.38,12.3,very good,organic,dry,white full_bodied
5788,6.7,0.15,0.32,7.9,0.034,17.0,81.0,0.9951200000000001,3.29,0.31,10.0,decent,organic,dry,white light_bodied
5789,6.4,0.3,0.33,5.2,0.05,30.0,137.0,0.9930399999999999,3.26,0.58,11.1,poor,traditional,dry,white full_bodied
5790,7.8,0.56,0.19,2.0,0.081,17.0,108.0,0.9962,3.32,0.54,9.5,poor,organic,dry,red fresh
5791,11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,decent,organic,dry,red fresh
5792,7.6,0.21,0.44,1.9,0.036000000000000004,10.0,119.0,0.9913,3.01,0.7,12.8,decent,organic,dry,white full_bodied
5793,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,poor,traditional,off-dry,white light_bodied
5794,5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,poor,traditional,dry,white light_bodied
5795,8.3,0.26,0.31,2.0,0.028999999999999998,14.0,141.0,0.99077,2.95,0.77,12.2,decent,traditional,dry,white full_bodied
5796,7.5,0.25,0.32,8.2,0.024,53.0,209.0,0.9956299999999999,3.12,0.46,10.8,decent,traditional,dry,white light_bodied
5797,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,decent,organic,dry,red fresh
5798,5.5,0.31,0.29,3.0,0.027000000000000003,16.0,102.0,0.99067,3.23,0.56,11.2,decent,organic,dry,white full_bodied
5799,5.9,0.32,0.2,14.4,0.05,29.0,144.0,0.99666,3.24,0.41,10.3,decent,traditional,off-dry,white light_bodied
5800,8.2,0.17,0.32,1.5,0.05,17.0,101.0,0.9940000000000001,3.14,0.58,9.5,poor,organic,dry,white light_bodied
5801,7.2,0.18,0.45,4.4,0.046,57.0,166.0,0.9943,3.13,0.62,11.2,decent,traditional,dry,white full_bodied
5802,5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.9940000000000001,3.5,0.48,9.8,very poor,organic,dry,red fresh
5803,8.2,0.18,0.28,8.5,0.035,41.0,140.0,0.9952,3.04,0.37,10.1,good,traditional,dry,white light_bodied
5804,7.0,0.19,0.23,5.7,0.12300000000000001,27.0,104.0,0.9954,3.04,0.54,9.4,decent,organic,dry,white light_bodied
5805,6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,poor,traditional,off-dry,white light_bodied
5806,6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,10.5,decent,traditional,dry,white light_bodied
5807,8.8,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,decent,traditional,off-dry,white light_bodied
5808,6.8,0.22,0.31,1.4,0.053,34.0,114.0,0.9929,3.39,0.77,10.6,decent,organic,dry,white light_bodied
5809,6.8,0.27,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,poor,traditional,off-dry,white light_bodied
5810,6.5,0.26,0.32,16.5,0.045,44.0,166.0,1.0,3.38,0.46,9.5,decent,traditional,off-dry,white light_bodied
5811,8.1,0.2,0.4,2.0,0.037000000000000005,19.0,87.0,0.9921,3.12,0.54,11.2,decent,organic,dry,white full_bodied
5812,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,poor,traditional,off-dry,white light_bodied
5813,7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,poor,organic,dry,red regular
5814,5.1,0.52,0.06,2.7,0.052000000000000005,30.0,79.0,0.9932,3.32,0.43,9.3,poor,organic,dry,white light_bodied
5815,7.6,0.49,0.26,1.6,0.23600000000000002,10.0,88.0,0.9968,3.11,0.8,9.3,poor,organic,dry,red fresh
5816,5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.9899899999999999,3.17,0.36,12.1,decent,traditional,dry,white full_bodied
5817,7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,poor,traditional,dry,white light_bodied
5818,7.6,0.21,0.49,2.5,0.047,20.0,130.0,0.9917799999999999,3.15,0.48,11.1,poor,traditional,dry,white full_bodied
5819,6.4,0.34,0.23,6.3,0.039,37.0,143.0,0.9944,3.19,0.65,10.0,decent,traditional,dry,white light_bodied
5820,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.9937600000000001,3.56,0.77,11.1,decent,organic,dry,red regular
5821,9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,poor,organic,dry,red fresh
5822,6.9,0.21,0.28,2.4,0.055999999999999994,49.0,159.0,0.9944,3.02,0.47,8.8,very good,traditional,dry,white light_bodied
5823,6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,0.7,11.4,decent,traditional,dry,white full_bodied
5824,7.3,0.21,0.33,1.0,0.037000000000000005,66.0,144.0,0.9923,3.11,0.52,10.2,decent,traditional,dry,white light_bodied
5825,5.4,0.29,0.38,1.2,0.028999999999999998,31.0,132.0,0.98895,3.28,0.36,12.4,decent,traditional,dry,white full_bodied
5826,6.6,0.425,0.25,2.35,0.034,23.0,87.0,0.99082,3.05,0.41,11.4,decent,organic,dry,white full_bodied
5827,6.0,0.17,0.29,9.7,0.044000000000000004,33.0,98.0,0.99536,3.12,0.36,9.2,decent,organic,dry,white light_bodied
5828,7.1,0.26,0.3,2.0,0.031,13.0,128.0,0.9917,3.19,0.49,11.4,poor,traditional,dry,white full_bodied
5829,7.1,0.36,0.2,1.6,0.271,24.0,140.0,0.99356,3.11,0.63,9.8,poor,traditional,dry,white light_bodied
5830,9.7,0.14,0.59,1.5,0.049,23.0,142.0,0.9958,2.98,0.62,9.5,poor,traditional,dry,white light_bodied
5831,6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.9972700000000001,3.19,0.34,9.3,poor,traditional,off-dry,white light_bodied
5832,6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.9950200000000001,3.16,0.38,9.4,very poor,traditional,dry,white light_bodied
5833,5.7,0.26,0.24,17.8,0.059000000000000004,23.0,124.0,0.9977299999999999,3.3,0.5,10.1,poor,traditional,off-dry,white light_bodied
5834,6.3,0.39,0.35,5.9,0.04,82.5,260.0,0.9941,3.12,0.66,10.1,poor,traditional,dry,white light_bodied
5835,7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.9958,3.14,0.5,9.1,NA,traditional,dry,white light_bodied
5836,8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,decent,organic,dry,white full_bodied
5837,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,decent,traditional,off-dry,white full_bodied
5838,7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,good,organic,dry,white full_bodied
5839,5.9,0.21,0.24,12.1,0.044000000000000004,53.0,165.0,0.9969,3.25,0.39,9.5,poor,traditional,off-dry,white light_bodied
5840,6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.9990399999999999,3.06,0.5,9.2,poor,traditional,off-dry,white light_bodied
5841,6.9,0.25,0.33,1.2,0.035,35.0,158.0,0.99082,3.02,0.58,11.3,decent,traditional,dry,white full_bodied
5842,7.4,0.26,0.31,7.6,0.047,52.0,177.0,0.9962,3.13,0.45,8.9,decent,traditional,dry,white light_bodied
5843,7.6,0.48,0.33,7.0,0.024,14.0,130.0,0.9918,3.25,0.45,12.5,good,traditional,dry,white full_bodied
5844,6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,poor,traditional,dry,white light_bodied
5845,6.6,0.41,0.24,4.9,0.158,47.0,144.0,0.99471,3.17,0.49,9.4,poor,traditional,dry,white light_bodied
5846,7.6,0.38,0.2,3.4,0.046,9.0,116.0,0.9944,3.15,0.41,9.4,poor,organic,dry,white light_bodied
5847,6.4,0.595,0.14,5.2,0.057999999999999996,15.0,97.0,0.9951,3.38,0.36,9.0,very poor,organic,dry,white light_bodied
5848,9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.9973799999999999,3.25,0.42,9.6,poor,organic,dry,red fresh
5849,6.9,0.21,0.33,1.4,0.055999999999999994,35.0,136.0,0.9938,3.63,0.78,10.3,decent,traditional,dry,white light_bodied
5850,7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,decent,organic,dry,red fresh
5851,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,good,organic,dry,red regular
5852,6.8,0.31,0.32,7.6,0.052000000000000005,35.0,143.0,0.9959,3.14,0.38,9.0,poor,traditional,dry,white light_bodied
5853,6.3,0.26,0.49,1.5,0.052000000000000005,34.0,134.0,0.9924,2.99,0.61,9.8,decent,traditional,dry,white light_bodied
5854,7.5,0.28,0.39,10.2,0.045,59.0,209.0,0.9972,3.16,0.63,9.6,decent,traditional,off-dry,white light_bodied
5855,5.9,0.21,0.31,1.8,0.033,45.0,142.0,0.9898399999999999,3.35,0.5,12.7,decent,traditional,dry,white full_bodied
5856,8.9,0.32,0.31,2.0,0.08800000000000001,12.0,19.0,0.9957,3.17,0.55,10.4,decent,organic,dry,red regular
5857,7.8,0.17,0.23,1.7,0.028999999999999998,39.0,128.0,0.99272,3.37,0.41,10.7,good,traditional,dry,white light_bodied
5858,7.3,0.51,0.26,3.3,0.09,7.0,135.0,0.9944,3.01,0.52,8.8,poor,traditional,dry,white light_bodied
5859,7.5,0.52,0.16,1.9,0.085,12.0,35.0,0.9968,3.38,0.62,9.5,good,organic,dry,red fresh
5860,7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,decent,organic,dry,red regular
5861,6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.9918899999999999,3.04,0.59,11.3,very good,traditional,dry,white full_bodied
5862,7.8,0.26,0.49,3.2,0.027000000000000003,28.0,87.0,0.9919,3.03,0.32,11.3,good,organic,dry,white full_bodied
5863,7.2,0.34,0.44,4.2,0.047,51.0,144.0,0.991,3.01,0.76,12.3,decent,traditional,dry,white full_bodied
5864,8.4,0.22,0.3,1.3,0.038,45.0,122.0,0.9917799999999999,3.13,0.54,10.8,good,traditional,dry,white light_bodied
5865,6.2,0.16,0.32,1.1,0.036000000000000004,74.0,184.0,0.9909600000000001,3.22,0.41,11.0,decent,traditional,dry,white light_bodied
5866,5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,poor,traditional,dry,white light_bodied
5867,7.1,0.44,0.62,11.8,0.044000000000000004,52.0,152.0,0.9975,3.12,0.46,8.7,decent,traditional,off-dry,white light_bodied
5868,5.7,0.22,0.22,16.65,0.044000000000000004,39.0,110.0,0.99855,3.24,0.48,9.0,decent,organic,off-dry,white light_bodied
5869,6.8,0.14,0.18,1.4,0.047,30.0,90.0,0.99164,3.27,0.54,11.2,decent,organic,dry,white full_bodied
5870,7.5,0.3,0.21,6.55,0.026000000000000002,33.0,143.0,0.99244,2.92,0.35,11.1,poor,traditional,dry,white full_bodied
5871,6.8,0.21,0.55,14.6,0.053,34.0,159.0,0.99805,2.93,0.44,9.2,poor,traditional,off-dry,white light_bodied
5872,7.0,0.2,0.31,8.0,0.05,29.0,213.0,0.9959600000000001,3.28,0.57,10.4,decent,traditional,dry,white light_bodied
5873,6.3,0.33,0.42,17.2,0.037000000000000005,57.0,170.0,0.99884,3.26,0.57,9.4,decent,traditional,off-dry,white light_bodied
5874,7.7,0.49,1.0,19.6,0.03,28.0,135.0,0.9973,3.24,0.4,12.0,decent,traditional,off-dry,white full_bodied
5875,6.0,0.17,0.49,1.0,0.034,26.0,106.0,0.992,3.21,0.42,9.8,decent,organic,dry,white light_bodied
5876,7.4,0.16,0.3,13.7,0.055999999999999994,33.0,168.0,0.99825,2.9,0.44,8.7,good,traditional,off-dry,white light_bodied
5877,7.3,0.585,0.18,2.4,0.078,15.0,60.0,0.9963799999999999,3.31,0.54,9.8,poor,organic,dry,red fresh
5878,7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,poor,organic,dry,red fresh
5879,7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,decent,traditional,dry,white light_bodied
5880,7.6,0.26,0.32,1.3,0.048,23.0,76.0,0.9903,2.96,0.46,12.0,decent,organic,dry,white full_bodied
5881,6.8,0.2,0.59,0.9,0.147,38.0,132.0,0.993,3.05,0.38,9.1,decent,traditional,dry,white light_bodied
5882,7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,good,organic,dry,white full_bodied
5883,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,good,traditional,off-dry,white light_bodied
5884,8.3,0.28,0.45,7.8,0.059000000000000004,32.0,139.0,0.9972,3.33,0.77,11.2,decent,traditional,dry,white full_bodied
5885,7.0,0.17,0.36,6.4,0.055,42.0,123.0,0.99318,3.11,0.5,11.0,very good,traditional,dry,white light_bodied
5886,10.0,0.91,0.42,1.6,0.055999999999999994,34.0,181.0,0.9968,3.11,0.46,10.0,very poor,traditional,dry,white light_bodied
5887,6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,poor,traditional,dry,red fresh
5888,8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.9982200000000001,3.33,0.6,10.4,decent,organic,dry,red regular
5889,7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.9957600000000001,3.24,0.5,9.8,poor,organic,dry,red fresh
5890,7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,decent,traditional,dry,white full_bodied
5891,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,good,traditional,off-dry,white light_bodied
5892,5.1,0.585,0.0,1.7,0.044000000000000004,14.0,86.0,0.99264,3.56,0.94,12.9,good,organic,dry,red intense
5893,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,poor,traditional,dry,white light_bodied
5894,7.4,0.34,0.3,14.9,0.037000000000000005,70.0,169.0,0.99698,3.25,0.37,10.4,decent,traditional,off-dry,white light_bodied
5895,8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,poor,traditional,dry,red fresh
5896,7.0,0.735,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,poor,organic,dry,red fresh
5897,6.8,0.23,0.33,1.9,0.047,20.0,101.0,0.9914,3.1,0.46,11.1,decent,organic,dry,white full_bodied
5898,7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.9963,3.1,0.51,9.8,decent,traditional,off-dry,white light_bodied
5899,6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.9990399999999999,3.06,0.5,9.2,poor,traditional,off-dry,white light_bodied
5900,5.8,0.17,0.3,1.4,0.037000000000000005,55.0,130.0,0.9909,3.29,0.38,11.3,decent,traditional,dry,white full_bodied
5901,7.3,0.17,0.23,6.3,0.051,35.0,240.0,0.9963,3.36,0.54,10.0,decent,traditional,dry,white light_bodied
5902,6.0,0.3,0.33,2.1,0.042,31.0,127.0,0.98964,3.32,0.42,12.5,decent,traditional,dry,white full_bodied
5903,7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,3.36,0.48,9.6,good,traditional,dry,white light_bodied
5904,7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,very good,traditional,dry,white light_bodied
5905,6.5,0.14,0.32,2.7,0.037000000000000005,18.0,89.0,0.9924,3.4,0.74,11.5,good,organic,dry,white full_bodied
5906,6.1,0.17,0.29,1.1,0.040999999999999995,32.0,92.0,0.99036,3.26,0.57,11.2,decent,organic,dry,white full_bodied
5907,6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,decent,organic,off-dry,white light_bodied
5908,10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,decent,organic,dry,red regular
5909,5.6,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,poor,organic,dry,white full_bodied
5910,8.6,0.16,0.49,7.3,0.043,9.0,63.0,0.9953,3.13,0.59,10.5,decent,organic,dry,white light_bodied
5911,10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,poor,organic,dry,red fresh
5912,7.1,0.33,0.25,1.6,0.03,25.0,126.0,0.9901,3.22,0.34,12.1,good,traditional,dry,white full_bodied
5913,9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,poor,traditional,dry,red fresh
5914,7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,very poor,organic,dry,white light_bodied
5915,7.1,0.32,0.4,1.5,0.034,13.0,84.0,0.9944,3.42,0.6,10.4,poor,organic,dry,white light_bodied
5916,7.1,0.21,0.35,2.5,0.04,41.0,186.0,0.9912799999999999,3.32,0.56,12.5,decent,traditional,dry,white full_bodied
5917,7.2,0.2,0.25,4.5,0.044000000000000004,31.0,109.0,0.9949,3.23,0.36,9.4,poor,organic,dry,white light_bodied
5918,5.8,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,good,organic,dry,white full_bodied
5919,5.8,0.26,0.24,9.2,0.044000000000000004,55.0,152.0,0.9961,3.31,0.38,9.4,poor,traditional,dry,white light_bodied
5920,7.1,0.43,0.3,6.6,0.025,15.0,138.0,0.99126,3.18,0.46,12.6,decent,traditional,dry,white full_bodied
5921,8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.9961200000000001,3.3,0.48,10.2,poor,organic,dry,red regular
5922,6.2,0.29,0.29,5.6,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333333333333,poor,traditional,dry,white light_bodied
5923,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9990600000000001,3.08,0.46,8.8,decent,organic,off-dry,white light_bodied
5924,6.4,0.28,0.29,1.6,0.052000000000000005,34.0,127.0,0.9929,3.48,0.56,10.5,good,traditional,dry,white light_bodied
5925,8.6,0.2,0.42,1.5,0.040999999999999995,35.0,125.0,0.9925,3.11,0.49,11.4,good,traditional,dry,white full_bodied
5926,7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,good,organic,dry,red regular
5927,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,poor,traditional,off-dry,white light_bodied
5928,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,decent,organic,dry,red regular
5929,6.3,0.255,0.37,1.1,0.04,37.0,114.0,0.9905,3.0,0.39,10.9,decent,organic,dry,white light_bodied
5930,6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.9940200000000001,3.45,0.54,11.2,decent,organic,dry,red regular
5931,8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,decent,organic,off-dry,white light_bodied
5932,6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,NA,traditional,off-dry,white light_bodied
5933,10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,good,organic,dry,red regular
5934,6.3,0.32,0.32,1.5,0.037000000000000005,12.0,76.0,0.98993,3.3,0.46,12.3,decent,organic,dry,white full_bodied
5935,5.9,0.18,0.29,4.6,0.032,68.0,137.0,0.99159,3.21,0.38,11.3,decent,traditional,dry,white full_bodied
5936,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,decent,traditional,dry,white full_bodied
5937,9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,decent,organic,dry,red intense
5938,6.4,0.35,0.51,7.8,0.055,53.0,177.0,0.9950200000000001,3.12,0.45,9.6,poor,traditional,dry,white light_bodied
5939,7.5,0.21,0.32,4.8,0.055999999999999994,39.0,113.0,0.99393,3.11,0.52,10.2,good,organic,dry,white light_bodied
5940,6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5,decent,organic,dry,white full_bodied
5941,7.0,0.21,0.31,6.0,0.046,29.0,108.0,0.9939,3.26,0.5,10.8,decent,organic,dry,white light_bodied
5942,6.9,0.3,0.3,1.3,0.053,24.0,186.0,0.99361,3.29,0.54,9.9,very poor,traditional,dry,white light_bodied
5943,6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.9950200000000001,3.16,0.38,9.4,very poor,traditional,dry,white light_bodied
5944,7.1,0.85,0.49,8.7,0.027999999999999997,40.0,184.0,0.9962,3.22,0.36,10.7,poor,traditional,dry,white light_bodied
5945,6.1,0.46,0.32,6.2,0.053,10.0,94.0,0.9953700000000001,3.35,0.47,10.1,poor,organic,dry,white light_bodied
5946,5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,decent,organic,dry,red intense
5947,6.2,0.47,0.19,8.3,0.028999999999999998,24.0,142.0,0.992,3.22,0.45,12.3,decent,traditional,dry,white full_bodied
5948,5.8,0.22,0.29,0.9,0.034,34.0,89.0,0.98936,3.14,0.36,11.1,good,organic,dry,white full_bodied
5949,6.8,0.26,0.32,7.0,0.040999999999999995,38.0,118.0,0.9939,3.25,0.52,10.8,decent,organic,dry,white light_bodied
5950,5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,3.35,0.37,12.9,decent,organic,dry,white full_bodied
5951,5.6,0.22,0.32,1.2,0.024,29.0,97.0,0.9882299999999999,3.2,0.46,13.05,good,organic,dry,white bold
5952,6.4,0.35,0.28,1.6,0.037000000000000005,31.0,113.0,0.98779,3.12,0.4,14.2,good,organic,dry,white bold
5953,6.6,0.29,0.39,6.75,0.031,22.0,98.0,0.9913,3.15,0.8,12.9,good,organic,dry,white full_bodied
5954,9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,poor,traditional,dry,red fresh
5955,7.1,0.21,0.32,2.2,0.037000000000000005,28.0,141.0,0.993,3.2,0.57,10.0,good,traditional,dry,white light_bodied
5956,5.8,0.27,0.22,12.7,0.057999999999999996,42.0,206.0,0.9946,3.32,0.38,12.3,decent,traditional,off-dry,white full_bodied
